product_id,product_name,tags
B0B4F2TTTS,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",samsung galaxi m13 (aqua green 4gb 64gb storage) | 6000mah batteri | upto 8gb ram ram plu electron mobiles&accessori smartphones&basicmobil smartphon ₹14 999 4.1 18998 6000mah lithium-ion batteri 1 year manufactur warranti devic 6 month manufactur warranti in-box accessori includ batteri date purchase|upto 12gb ram ram plu | 64gb intern memori expand 1tb| dual sim (nano)|50mp+5mp+2mp tripl camera setup- true 50mp (f1.8) main camera +5mp(f2.2)+ 2mp (f2.4) | 8mp (f2.2) front cam|android 12 one ui core 4 power octa core processor|16.72 centimet (6.6-inch) fhd+ lcd - infin display fhd+ resolut 1080 x 2408 pixel resolut 401 ppi 16m color phone camera heat - work may good mobil good excel budget worth price 9499 ok type phone... unabl make videocal within servic provider. phone review budget king batteri backup good big camera usag personally. even mental prepar bad camera base review here. pleasantli surpris camera click good photos. awesom decent photo even shared.now come biggest grouse; heat issue. phone start heat charg littl could ignor it. start heat got concerned. even order replac think got defect piece. test found heat download huge amount data exampl restor data old phone back up. ok perform huge data load regularli definit phone. test run task usual perform check offic mail attend offic meet phone watch video amazon prime on. phone heat even little. person good me.at price rang good phone. camera heavi user expect perform heavi download frequent phone may you. person satisfi phone work type usage. go plu point phone cover review already. attempt clarifi phone suit (or not) term camera heating. mani question aspect buying. perhap review help make inform decis buy (or avoid). cheers. display - beautycamera - decentperform - amazingbatteri - ok (in 5000mah u expect tbh)overal good phone...also 1day use found network connect issu jiosim i'm use right phone i'll keep updat review 1month usage! decent mobil price thing worri weight phone mani procedur chang set screen casting. apart good touch decent camera day light batteri life good. bought smartphon mom. samusung interfac hand easi use. batteri superb last whole day. camera mediocr provid origin colour pictures. satisfi smartphon got sale 9499. unabl video call within servic provid volt within servic provid video call featur available. product fine. noth fanci budget good phone. batteri : enough normal use sure gamingcamera : good segment record video fhd 30fpsdisplay : sinc lcd display qualiti bit less goodv ram : add upto 2gb virtual ram sacrific storag space use overal good budget phone finger print work speedi batteri backup good camera qualiti also good
B09WRMNJ9G,"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",oneplu 10r 5g (forest green 8gb ram 128gb storag 80w supervooc) electron mobiles&accessori smartphones&basicmobil smartphon ₹38 999 4.2 11029 camera: 50mp main camera soni imx766 2mp macro camera dual led flash; 16mp front (selfie) camera soni imx471|camera features: nightscape2.0 super macro ultrashot hdr smart scene recognit portrait mode pro mode panorama tilt-shift mode focu peak filter video nightscap video hdr video portrait timelaps hyperlaps mode|display: 6.7 inches; 120 hz iri display; resolution: 2400 x 1080 pixel 394 ppi; aspect ratio: 20:9|display features: hyper touch mode read mode night mode eye comfort mode auto brightness|oper system: oxygeno base android 12 processor: mtk d8100 max|batteri & charging: 5000 mah 80w supervooc. in-display fingerprint sensor|speci features: hyperboost game engin best option 35k category. terrif purchas highli price smart phone. can't get better cost. review one month use. oxygen os provid poor experi overal devic okay. ammaz product okay use oneplu 10r 8gb 128gb one month. first ever oneplu phone. person review phone under:pros:1. boxi design look nice feel premium use cover feel nice. cover qualiti nice.2. screen bright even sunlight select auto brightness. also screen color touch respons feel premium.3. batteri life impress 1.5 day backup normal use.4. 80 watt charger fast charg phone within 30 35 minutes.5. heavi gamer tri asfalt 9 run smooth.i think it'll play heavi game smoothly. perform well.6. new use oxygen os. feel os premium smooth without adds.7. rear camera shot good pictur selfi camera need improv think done via softwar update.8. heat issue.9. lightweight.cons:1. use without case feel like premium phone.2. like sound qualiti although dual speaker. feel vibrat back pannel feel bad.3. selfi camera need improvement.4. zoom bad rear camera.5. ip certification.6. expend storage.7. paid theme store.8. dot notch anim like samsung. last say nice phone con want oneplu smartphon within rs. 35000/- go it. terrif purchas price 33k. bodi feel light htough usual oneplu bodi user one plu past also. metal side could better option. sometim feel lag touch though microsecond there. camera qualiti good awesome. batteri life good use charg day complet itm obvious bought one afford option term brand. love see metal frame come phones. storag tremend speed also good overal good purchas phone rate 4 5. smart phone good enough daili normal use. batteri life good enough though say 5000 mah. camera qualiti good enough price segment. although oxygen os well optimised. start lag issu apps. anoth bad thing smart phone form factor. compani take around 39k give plastic bodi look like 20k. someon want buy suggest buy anoth model go model brand. one good thing oneplu promis three major android updat four year secur update. anoth bad thing primari camera design. one three camera big embrac say price 39k. would like get directli pro conspros.1) batteri - first best thing phone damn batteri life fast charges. amaz kind spoilt wont abl adjust lesser batteri perform charg anymore!2. camera- camera amaz take realli amaz pictures. complains.3. look - phone look realli beautiful. got forest green colour look simpli awesom eye catch premium looking.cons1) overal work phone seamless provid hardwar boast of. said factor cannot purchas deterrent. otherwis quit smooth2) absenc alert slider disappointed. use 6t3)volum - happi phone speakers. somehow mark.to sum up- go tight budget want premium look good perform phone. pack much 43k phone - good batteri fastest charg segment premium look good performance. use phone two day notic weird experi ui tap grey black area screen flicker portion accord servic centr common issu across phone get fix oxygen 13 updat issu 10pro.so noth wait releas new os updat 10r model well.overal devic work good far experienc averag camera result superb charg extend batteri life touch sensor speaker fine perform good day day task hope ui os updat help deliv best phone. camera 📸 ammaz youtub purpus behind choos devic process dimenc 8100max supersaft max perform even captur game also run smoothli first premium smartphon i'm uplod photos20x zoom lg pic uplod night day lite pic comparegood devic one plu speaker realli work well use sinc 6month plu dosent come warrenti plan brought separ camera qualiti also okay thattt good microphon also disturb lot talk call side person get lot disturb
B0B14MR9L1,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",samsung galaxi m33 5g (emerald brown 6gb 128gb storage) | 6000mah batteri | upto 12gb ram ram plu | travel adapt purchas separ electron mobiles&accessori smartphones&basicmobil smartphon ₹24 999 4.1 22318 exyno 1280 octa core 2.4ghz 5nm processor 12 band support true 5g experience|16.72 centimet (6.6-inch) lcd display fhd+ resolut 1080x2400 pixel protect gorilla glass 5|versatil quad camera setup-50mp (f1.8)+ 5mp (f2.2/uw- 123 fov) + 2mp (f2.4/depth) + 2mp (f2.4/macro) quadcamera| 8mp (f1.8) front camera|mass 6000 mah batteri | memori storag & sim: 6gb ram | 128gb intern memori expand 1tb| sim 1 + sim 2+ micro sd|latest android v12.0 one ui 4 oper system. perfect phone – requir galaxi m33 5g mix bag afford would consid buy i-phon simpli friend own two – blindli go new android model suggest son nephew (both tech savvi me) recommend obvious base need expect may differ mine. old-fashion mechan engin basic understand paramet like millimetr megapixel megabyt – think cellphon util item statu symbol. appli technocrat approach would choos costlier option unless get addit featur suit requirements.mi foremost requir – entir non-negoti – handset must provis two sim card sinc want carri two separ handset cug person numbers. requir difficult fulfil: phonebook least 2000 contact basic net connect basic camera photo video scope download app ubiquit whatsapp favourit word game (which need much memori process capacity). would certainli appreci practic featur like high reliabl softwar secur updat high batteri capac (suffici 24 hour prefer 48 hour normal level usage). besid would like use new handset least two years.apart exig intend use cellphon surf internet videoconferenc send e-mail prefer use desktop laptop activities.i equal clear need. intend use cellphon watch movi read book listen music creat fanci social media posts. want devic take high resolut photo vacat would prefer use camera. risk sound flippant would say want devic unlock car count stroke game golf – primarili car play golf!hav use smartphon samsung motorola make past year vastli prefer former. last phone gave 30 month good servic samsung m30. sinc model obsolet focus upgrad cousins: m32 m33 m52. last immedi rule support two sim card along sd card. studi rel specif m32 m33 conclud latter offer better valu money. gener worth go higher memori higher ram version paramet affect perform differ cost rel small. consider narrow choic m33 8gb ram 128gb storag (just twenti year ago use desktop 2gb memory!)a confirm choic compar phone select oneplu nord ce 2 (8gb ram 128gb storage) son recommended. specif samsung phone found equival superior major paramet except display screen technolog tft instead amoled. also watch youtub video handset better appreci compet features. clinch factor samsung phone price substanti lower oneplu product.a bodi colour first choic emerald brown settl mystiqu green sinc former avail select configuration. think would irrelev sinc use case complet enclos handset turn bodi colour glimps cutout camera rear phone.despit strong famili resembl old one (m30) new phone (m33) offer decidedli superior specif meet requir perfectly. millimetr longer gram heavier old phone differ accept me. thank 50mp front camera 8mp selfi camera qualiti photo video expect (see sampl pic taken night distanc 30 metr stage). phone offer two year android updat four year secur patch updat reduc worri fronts. youtub review complain m33 plain look heavi audio offer ‘immers listen experience’ screen plain old tft instead amoled. will live perceiv shortcom long m33 meet requirements.i glad find samsung taken environment friendli step offer mani model handset without charger – old charger like old handset add e-waste. howev need kept mind new handset requir higher capac chargers. recommend charger m33 25 watt charger home rate 5 10 watts.to cut long stori short order 25-watt charger along phone avoid compromis charg time. use new handset coupl week find phone 60-70% charg end day take 30-40 minut complet charg (one use featur m33 show time remain complet charg soon plug charging). turn could manag old 10-watt charger except would taken 60-90 minut full charging.i conclud emphas samsung galaxi m33 5g perfect phone – requirements. word advice: plan buy new phone would help list requir end pay featur intend use. 5g connect 120hz display solid perform galaxi m33 5g samsung’ best-valu smartphon yet 20k segmentpro almost half price galaxi a53exyno 1280 solid performerexcel 120hz display smooth experi across boardhug perform uplift m32one ui 4.1 base android 12 ton good featur love none flagship grade featur skip (apart dex mode spen features) zero lag stutter 120 hz mode eas use seemless switch app without crash reload app make use one ui pleasur surf acrossy get featur like screen record video call effect game launcher link window dual messeng quick share music share secur folder along mani others. fanci android 12 featur like abil chang color palett icon menu base wallpap dim screen easier read dark also included.voic focu call excel featur phone call qualiti realli good even nosiy crowd areasi issu gp connect use googl map navig signal stay strong even rural area that posit point good accuracy4g volt carrier aggreg work flawlesslywifi connect dual band 5ghz router strong perform satisfactorili low latenc responsebluetooth 5.1 connect strong good rang worri disconnect even far 15 metersaudio qualiti via 3.5 mm jack excel compar redmi note 10 pro much defin well roundedfor media consumpt widewin l1 support present good av experi ott platform seriou complaint color reproduct video consid tft lcd panel good enough job .main camera 50mp par better redmi note 10 pro almost condit retain color close realiti good dynam rang handl exposur hdr photo well video abl handl extrem bright condit welleven shadow day time abl maintain good colorsgood stabl video 1080p4k video record avail 30 fp availablemani cool camera featur boast ar fun mode singl take object eras video tnr (tempor nois reduction) make fun use cameraselfi camera good punchi color samsung' way boost colour process may like may notexcel batteri life got 9 hour sot despit heavi usage. take around 1.5 hour go 0-100 half hour charg take batteri percentag around 45% provid 25 watt samsung’ chargerdespit summer time phone manag stay rel cool 5nm architectur help caus here12 5g bandsded sd card slot plu herepd 3.0 25 watt fast charg support reason price segment seen faster charg speed oemspromis 2 major android os updat 4 year secur updat huge plu competitor make devic valu money long runcon ultrawid camera softer side lack detail compar primari sensor manag frame good shot one post social media macro camera good color edg detect lack depth field detail note 10 pro brilliant casenight shot averag mostli graini muddl better smartphon segmentlack stabil video record 4k amol display could made unbeatablelack stereo speaker audio qualiti singl speaker quit goodpre-instal bloatwar like moj dailyhunt sharechat byju' mild uninstal make matur one ui experi look immatur boxcurr devic tun high game perform limit fp popular game like bgmi cod deter away gamer friendli devic expect exyno 1280 resolv time optim game futur updatesslightli cheap design chunki size carri heft date notch displaylack charger box bummer add valu cost proposit
B09ZPL5VYM,"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",ambran mobil hold stand 180° perfect view height adjust wide compat multipurpos anti-skid design (twistand black) electron mobiles&accessori mobileaccessori stand ₹499 4.1 1786 multipurpos stand: dynam mobil stand ofﬁc desk more. hold type smartphon easily.|suprem quality: twistand made premium metal water-repel ceram finish. give hassle-fre hands-fre experience.|telescop height adjustment: give freedom adjust height 125mm 164mm accord needs.|perfect view: adjust design reshap accord smartphon desk give perfect view angle.|anti-skid body: anti-skid pad bodi prevent accident slip protect scratches. highli recommend flexibl good good product good worth everi penni good mobil stand stand' qualiti decent. beacus compact size variou fold angl widen usag accord user. highli recommend student ! one side slightli tilt good product .... good grip & sturdi product. fullfil need. overal good product. given gift friends. good qualiti good built qualiti good excel product
B0993BB11X,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",ambran 10000mah slim power bank 20w fast charg dual output type c pd (input & output) quick charg li-polym multi-lay protect iphon anrdoid & devic (stylo 10k black) electron mobiles&accessori mobileaccessori charger powerbank ₹1 599 4.0 7222 power-pack 10000mah- lithium polym 10000mah capac allow effici charg devic multipl times. charg iphon 12 – 2 time oneplu nord - 1.5 times.|20w fast charg output– power 20 watt pd qc output boost charg speed alway stay ahead league. carri extens capac charg mobil 50% quickli 30 minut average.|20w fast charg input – powerbank get charg 4 5 hour power deliveri technolog support 20w fast charg input via type c port|charg multipl devic – 1 usb port 1 type c port output charg 2 devic time.|sleek stylish- suprem modish handi design make style statement compact bodi make extrem travel-friendli time. nice product good kaam sahi karta hai ji wok fine nice good portab good singl charg 5000mah mobile. good product happi use it. power bank good. seen video youtub amaz rate buy it. enjoy buy it. good product valu money. esm ek choti torch jaisi light add kark thoda price badha den mast raho 10 great product face problem charg power bank mi 120w charger never accept quick charg sometim take 12 hour charge.whil macbook pro charger accept quick charg (that green light).i bought separ charger power bank😭 good like power bank good issu cabl came broke day use also damag power port phone good expect compact size came premium good packing.... need see performance. 10000mah u charg 2 devic time. good singl charg 5000mah mobile. given one usb type c type cabl anoth c type cabl u charg anoth device. like carri pouch provided. didnt got pouch power bank
B09V2PZDX8,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",nokia 105 singl sim keypad mobil phone wireless fm radio | blue electron mobiles&accessori smartphones&basicmobil basicmobil ₹1 599 4.0 128311 all-new redesign nokia mobil familiar easi use|island style keypad phone white key lettering|high qualiti 1.77” screen|pre-load game includ classic keypad mobil phone game - snake|enjoy all-new wireless fm radio|sav 2 000 contact 500 sm nokia 105 mobil phone centr key nice phone good exam prepar student center button good batteri run quickli nokia trust brand need improv rington sound best phone .. phone ok except middl button it’ headache. rest good batteri lyf 10-12 hr fulli charg superb batteri life 3 day bought phone use replac smartphon call alarm listen song purposes.i face problem sound & qualiti somewhat low compar normal smartphones. song qualiti good & even bad ok listen earphones.i use receiv sm & call & occassion listen song & batteri backup good last upto 7 day etc.. 1 full charge.it would'v much better includ alarm option limit 5 alarm stopwatch & timer.overal good replac smartphon till now. action button(cent button) good take 1 attempt sometim perform ok action. batteri backup bad need improv rington sound best phone hai. nokia alway best. price thodi kam karni chahiye. like product
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",ptron tangent lite bluetooth 5.0 earphon mic hi-fi stereo sound neckband 8hr playtim lightweight snug-fit in-ear headphon ipx4 water resist fast charg & voic assist (black) electron headphon earbuds&accessori headphon in-ear ₹1 800 3.5 83996 1 year manufactur warranty|immers audio deep bass; bluetooth 5.0; 8 hour music time; 1.5 hour charg time; 10m wireless range; strong connectivity; passiv nois cancelation; fast charg & ipx4 water resistant|in-lin remot control allow call & music control hands-fre experience|ergonom sport design; 120mah li-polym recharg battery: 200hr standbi time: micro usb charg (cabl provided) wide compat bluetooth enabl smartphon & tablets|simpl 3-button multi-funct control hd mic instant access phone' voic assist worth everi penni price amaz product nice ok valu money sound qualiti good 👍 super fast deliveri warrant need good qualiti worth everi penni compar cost. basic bluetooth band support singl devic time. call voic us clear microphon decent job nois cancellation.don't expect good base trebl this. rubber ear piec tight enough even larg one keep slip away. magnet also weak connect smoothli order first ear phone ptron tell truth difficult get good qualiti earphon phone low price. best earphon low price. regret money spent buy this. good product nice built qualiti lil bit cheap sound qualiti superp compar grand compani like jbl soni senheiz bass moder nois cancel need improv overal rate 4star. good good qualiti
B09MT6XSFW,"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",samsung evo plu 64gb microsdxc uhs-i u1 130mb/ full hd & 4k uhd memori card adapt (mb-mc64ka) blue electron accessori memorycard microsd ₹1 899 4.3 140036 130mb/ read speed uhs-i interface. perform vari capacity.|work cell phone smartphon android tablet tablet pc more.|6-proof protection: waterproof temperatur proof x-ray proof magnet proof drop proof wearout proof|10-year limit warranty; queri pleas contact us 1800 30 7267864|includ full size adapt use camera laptop desktop comput good deal look fake product... storag capac 58gb.. menstion64gb. nice gadget. nice good trust brand adapter! like perform quality. good qualiti worth good deal get sd card price even less relianc digital. need 1 day fine order. look fake product... storag perfect packag qualiti good instal easy.i got tablet.i confus bw sandisk finalis one coz mine s6lite.fre spce shown 119 gb..it' two days.no problem faced.wil updat issu arise. purchas card 3 times. first two time deliv fake sd card samsung brand thank amazon accept return request. third time got genuin samsung evo plu sd card 64gb. purchas card rs. 599. also get less price offer season. least price seen rs. 539.perform almost good expected.writ speed 17 25 mbp read speed around 35 45 mbps. test read speed much. may get better read speed. adapt also good qualiti perform good.thank you...🙂 go ensur size best
B07RD611Z8,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",ambran 20000mah power bank 20w fast charg tripl output power deliveri type c input made india multi-lay protect li-polym + type c cabl (stylo-20k black) electron mobiles&accessori mobileaccessori charger powerbank ₹2 499 4.1 18678 massiv 20000mah lithium polym capac allow charg devic multipl times. charg iphon 12 – 4.6 time samsung m11 – 2.6 time ipad – 1.4 times|20w fast charg output– power 20 watt pd qc output exhilar charg speed great favour emergency. instanc bring new iphon android devic back 50% quickli 30 minutes.|can charg iphon 8 upto 50% 30 minut redmi note 9 30% 30 minutes|20w fast charg input – powerbank get charg 7 8 hour power deliveri technolog support 20w fast charg input via type c port.|charg 3 devic – 2 usb port 1 type c port output charg 3 devic time & come 6 month warranti manufactur defects. decent product right price. seem good. good qualiti & durabl powerbank 1k rang | review second power bank ambran india happi it’ heavi good good product good power bank power bulkier bought power-bank use vacat family. sturdi bit heavier side. charg three phone time use two usb third type c port well charging. speed charg alright appropriate. one drawback experienc weight power-bank without limit could realli amaz product buy. bit heavi it’ job. take tooooooo much time charge. whatev mention descript correct regard powerbank charging. need extra power bank larger capacity. time thought give ambran tri alreadi honor & mi power bank (10000mah ones). though perfect match mi honor one iit live expect 1k range.•••••••••••••••••••🎁 insid box•••••••••••••••••••→ powerbank→ microusb cable→ carri pouch (depend packag receiv below)→ user manual/warranti card→ gener leaflet→ feedback leaflet••••••••••••••••••••••••📝 details••••••••••••••••••••••••→ mfg: octob 2019→ charg time: 9 hr 50 min (via 10w charger low batteri indic full charge)→ backup: abl charg (5-100%) redmi note 5 pro' 4000mah batteri ~3.5 time regular usag between.••••••••••••➕ pros••••••••••••1. high capac power bank dual input (micro usb usb c).2. dual output via 2 usb ports.3. fast charge/quick charg devic output 5v/2.4a (12w) good enough.4. touch button power check switch charg device.5. come carri pouch. (more part).6. compact form factor & sturdi design ab body.•••••••••••••➖ cons•••••••••••••1. auto-start charg devic connected.2. sinc touch button instead push-button activ accident switch everi time handling.3. lot convers loss & backup slightli less 20000mah power bank.▶ con signific enough reduc 1 star. scope improv (point 1 & 2) product range. ★★★★ device.••••••••••••••••••••💡 led status••••••••••••••••••••→ 1st/2nd/3rd/4th led blink (while charg power bank): statu charg term led blinking→ 1/2/3/4 led solid white (while charg devices): statu remain batteri term leds→ one blink (while charg devices): low battery→ 4 led solid glow: batteri fulli charged•••••••••••••••••••••••••••••••••••🔊 ambran box debate•••••••••••••••••••••••••••••••••••1. first receiv power bank came small box (approx 12x9x3cm mfg: aug 2019) everyth forc congest space. issu one came open seal & poli wrap around product box use product tamper between. skeptic authent product order replac right away.→ one usb c cabl carri pouch.2. replac came came poly-wrap bigger box (22x10x4 cm mfg: oct 2019) outer sleev main box insid hologram seal. mayb ambran chang packaging. hologram seal intact also appli properli secur opening. look like appli open box. presenc useless.→ one came micro usb cabl carri pouch.••••••••••••••••••••••••👜 carri pouch••••••••••••••••••••••••→ per analysi carri pouch come latest octob lot come bigger box unavail earlier lot small box.→ carri pouch size appropri power bank troubl insert power bank it. (some user report smaller open troubl found proper fit. neither loos tight.→ soft nylon mesh pouch nice addon.••••••••••••••••🏆 verdict••••••••••••••••▶ price point bad deal. midway path b/w low qualiti high-qual ones. well go ambran make good qualiti & durabl power banks. rest noth perfect world. thing 10 day replac polici amazon 1-year warranti ambram available.▶ one extend budget hundr mi power bank better option metal bodi & better qualiti overall. mi honor & ambran power bank overal rate (from low high) ambran → honor → mi put review 1 day usage. second power bank bought ambran india overal third power bank family. bought pp-30 30000 mah model also mi 2i 20000 mah power bank realli good put togeth pro con abl find 1 day usag also littl bit comparison. dad use redmi note 7 mom mi a1 use redmi note 3pros:-- dual input type c micro usb foremost primari reason choos power bank mi brand need carri two cabl phone type c input famili 2 3 same- easi carri hold compact size must say comparison mi ambran pp-30- solid sturdi built- 20000 mah capac lithium polym batteri safer lithium ion batteri came know buy product- ₹200 cheaper price mi- touch button top know power statu (thi someth unique)- took less 1 hour charg redmi note 3 13% 100% 2 cell batteri indic pretti good almost equival wall charger best part time charg speed delhi metro- know either pro con power bank support qualcomm quick charg 3.0 technolog power bank support fast charg 2.4 amp feel charg phone better faster mi power bank itself. know phone must also support quick charg technolog fast charg use quick charg dad' redmi note 7 (which support qc 4.0) either mi power bank ambran pp-30 power bank kind heat phone also fluctuat power automat switch quick charg fast charg affect batteri life safer charg phone optimum current 2.4 ampcons:-- stuffi packag look like power bank forc fulli stuf insid box- adhes tape top know ? remov put scratch top care remov same- torch light pp-30 it- micro cabl insid box definit heavi knew this. recommend 2 slot charg two phones. nice product power backup good.. usb cabl provid bad. stop work month usag everyth good batteri don’t last long use charg two device.
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",boat micro usb 55 tangle-fre sturdi micro usb cabl 3a fast charg & 480mbp data transmiss (black) computers&accessori accessories&peripher cables&accessori cabl usbcabl ₹499 4.1 15189 ensur high speed transmiss charg offer 3a fast charg data transmiss rapid sync 480 mbps|the braid skin make durabl invinc extern damag absolut hassle-fre & tangl free experience|it durabl pvc hous flexibl design make last 6 time longer cables|usb cabl offer perfect 1.5 meter length smooth & hassle-fre user experi superior charg & data transfer tasks|th compact smooth aluminium connector fit case seamlessli resist corros signal purity|micro usb 55 cabl offer univers compat compat android smartphon tablet pc peripher bluetooth speaker power bank game consol & micro-usb enabl devices|2 year warranti date purchas long durable. good charg lenovo m8 tab best charg cabl good boat product good 1.5 का केबल मेरे लिए बहुत ही लाभदायक है । build qualiti good come 2 year warranty. good product bought charg mobil & tab work lenovo m8 tab guy cabl best compar everyon heat protect quickli charg chanc shock circuit good nice good qualiti 1.5एम का डाटा केबल मेरे लिए बहुत ही लाभदायक है । मैं इस केबल को लाइन में चार्ज करते समय फोन बहुत आराम से उपयोग कर पा रहा हु । आप इस केबल से 15watt का चार्जर उसे कर सकते है (इससे जड़ा नही) । लोकल बाजार में इसका दाम 150 है अमेजन पे ये केबल मुझे 67 में मिला । गर्व से कहो हम हिंदू है जय हिंद जय भारत
B0B4F52B5X,"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",samsung galaxi m13 (midnight blue 4gb 64gb storage) | 6000mah batteri | upto 8gb ram ram plu electron mobiles&accessori smartphones&basicmobil smartphon ₹14 999 4.1 18998 6000mah lithium-ion batteri 1 year manufactur warranti devic 6 month manufactur warranti in-box accessori includ batteri date purchase|upto 12gb ram ram plu | 64gb intern memori expand 1tb| dual sim (nano)|50mp+5mp+2mp tripl camera setup- true 50mp (f1.8) main camera +5mp(f2.2)+ 2mp (f2.4) | 8mp (f2.2) front cam|android 12 one ui core 4 power octa core processor|16.72 centimet (6.6-inch) fhd+ lcd - infin display fhd+ resolut 1080 x 2408 pixel resolut 401 ppi 16m color phone camera heat - work may good mobil good excel budget worth price 9499 ok type phone... unabl make videocal within servic provider. phone review budget king batteri backup good big camera usag personally. even mental prepar bad camera base review here. pleasantli surpris camera click good photos. awesom decent photo even shared.now come biggest grouse; heat issue. phone start heat charg littl could ignor it. start heat got concerned. even order replac think got defect piece. test found heat download huge amount data exampl restor data old phone back up. ok perform huge data load regularli definit phone. test run task usual perform check offic mail attend offic meet phone watch video amazon prime on. phone heat even little. person good me.at price rang good phone. camera heavi user expect perform heavi download frequent phone may you. person satisfi phone work type usage. go plu point phone cover review already. attempt clarifi phone suit (or not) term camera heating. mani question aspect buying. perhap review help make inform decis buy (or avoid). cheers. display - beautycamera - decentperform - amazingbatteri - ok (in 5000mah u expect tbh)overal good phone...also 1day use found network connect issu jiosim i'm use right phone i'll keep updat review 1month usage! decent mobil price thing worri weight phone mani procedur chang set screen casting. apart good touch decent camera day light batteri life good. bought smartphon mom. samusung interfac hand easi use. batteri superb last whole day. camera mediocr provid origin colour pictures. satisfi smartphon got sale 9499. unabl video call within servic provid volt within servic provid video call featur available. product fine. noth fanci budget good phone. batteri : enough normal use sure gamingcamera : good segment record video fhd 30fpsdisplay : sinc lcd display qualiti bit less goodv ram : add upto 2gb virtual ram sacrific storag space use overal good budget phone finger print work speedi batteri backup good camera qualiti also good
